Stage Name,Full Name,Korean Name,Korean Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Jenny,Lee Soyul,이소율,제니,9/4/1996,DIA,South Korea,,165,47,Seoul,,,F,,,
Jeno,Lee Jeno,이제노,제노,4/23/2000,NCT,South Korea,,0,0,,NCT Dream,,M,,,
Jeon Woong,Jeon Woong,전웅,전웅,10/15/1997,AB6IX,South Korea,,173,0,,,,M,,,
Jeonghan,Yoon Jeonghan,윤정한,정한,10/4/1995,Seventeen,South Korea,,175,54,Seoul,,,M,,,
Jeonghee,Go Jeonghee,고정희,정희,3/11/2000,Favorite,South Korea,,0,0,Incheon,,,F,,,
Jeongkyun,Jeong Jeongkyun,정정균,정균,11/27/1987,,South Korea,,180,60,,,"N-Train, Bigflo",M,,,
Jeongmin,Lee Jeongmin,이정민,정민,2/1/1994,Boyfriend,South Korea,,173,60,Suwon,,,M,,,
Jeongseung,Park Jeongseung,박정승,정승,5/20/2002,D-CRUNCH,South Korea,,0,0,,,,M,,,
Jeonguk,Kim Jeonguk,김정욱,정욱,3/20/1993,24K,South Korea,,178,58,Busan,,,M,,,
Jeongwoo,Park Jeongwoo,박정우,정우,9/28/2004,Treasure,South Korea,,0,0,,,,M,,,
Jeongyeon,Yoo Jeongyeon,유정연,정연,11/1/1996,Twice,South Korea,,168,0,Suwon,,,F,,,
Jeonyul,Jeon Yuri,전유리,전율,3/20/1994,Stellar,South Korea,,0,0,Seoul,,,F,,,
Jerome,Oh Sungmin,오성민,제롬,8/25/2001,TOO,South Korea,,0,0,,,,M,,,
Jerrry,Ahn Sohyun,안소현,제리,8/27/1992,Tahiti,South Korea,,0,0,Seoul,,,F,,,
Jessica,Jessica Jung,제시카 정,제시카,4/18/1989,,South Korea,,0,0,,,SNSD,F,,jessica.syj,
Ji Hansol,Ji Hansol,지한솔,지한솔,11/21/1994,Newkidd,South Korea,,182,63,Busan,,UNB,M,,jisol_11,
Jia,Meng Jia,멍지아,지아,2/3/1989,miss A,China,,166,0,Changja,,,F,,mjbaby0203,
Jiae,Yoo Jiae,유지애,지애,5/21/1993,Lovelyz,South Korea,,163,43,Seoul,,,F,,,
Jiae,Kim Jiae,김지애,지애,10/31/1995,Wassup,South Korea,,0,0,,,,F,,,
Jiahn,Yoo Jiahn,유지안,지안,4/1/1992,IN2IT,South Korea,,176,57,,,,M,,,
Jibeom,Kim Jibeom,김지범,지범,2/3/1999,Golden Child,South Korea,,0,0,,,,M,,,
Jieun,Song Jieun,송지은,지은,5/5/1990,SECRET,South Korea,,0,0,Seoul,,,F,,secret_jieunssong,
Jiheon,Baek Jiheon,백지헌,지헌,4/17/2003,fromis_9,South Korea,,0,0,Jeolla,,,F,,,
Jiho,Kim Jiho,김지호,지호,4/4/1997,Oh My Girl,South Korea,,165,49,Okcheon,,,F,,,
Jihoo,Lim Soojung,임수정,지후,8/5/1998,IZ,South Korea,,0,0,,,,M,,,
Jihoon,Park Jihoon,박지훈,지훈,5/29/1999,Wanna One,South Korea,,0,0,Masan,,,M,,,
Jihoon,Park Jihoon,박지훈,지훈,3/14/2000,Treasure,South Korea,,0,0,Busan,,,M,,,
Jihun,Kim Jihun,김지훈,지훈,1/9/2000,TRCNG,South Korea,,176,0,Daegu,,,M,,,
Jihun,Kim Jihun,김지훈,지훈,2/20/1995,KNK,South Korea,,186,73,,,,M,,,
Jihyo,Park Jisoo,박지수,지효,2/1/1997,Twice,South Korea,,162,0,Guri,,,F,"Leader, Main Vocal",,
Jihyun,Nam Jihyun,남지현,지현,1/9/1990,4minute,South Korea,,167,0,Seoul,,,F,,njh9019,
Jimin,Shin Jimin,신지민,지민,1/8/1991,AoA,South Korea,,160,43,Seoul,AOA BLACK,,F,,jiminbaby_18,
Jimin,Park Jimin,박지민,지민,10/13/1995,BTS,South Korea,,175,61,Busan,,,M,,,
JIN,Park Myungeun,박명은,진,6/12/1996,Lovelyz,South Korea,,165,47,Busan,,,F,,,
Jin,Kim Seokjin,김석진,진,12/4/1992,BTS,South Korea,,179,63,Gwacheon,,,M,,,
Jin Jin,Park Jinwoo,박진우,진진,3/15/1996,ASTRO,South Korea,,0,0,Nowon,,,M,,,
JinE,Shin Hyejin,신혜진,진이,1/22/1995,,South Korea,,160,48,Pohang,,Oh My Girl,F,,,
Jingyu,Lee Jingyu,이진규,진규,4/22/1998,Astin,South Korea,,0,0,,,,M,,,
Jinho,Jo Jinho,조진호,조진호,4/17/1992,PENTAGON,South Korea,,0,0,,,,M,,,
Jinhong,Kim Jinhong,김진홍,진홍,1/2/1998,24K,South Korea,,180,53,Seoul,,,M,,,
Jinhoo,Kim Jinwook,김진욱,진후,8/2/1995,UP10TION,South Korea,,0,0,Changwon,,,M,,,
Jinhui,,,진희,11/21/1996,Lusty,South Korea,,160,42,Seongnam,,,F,Main Vocal,,
Jinju,Park Jinju,박진주,진주,4/28/1990,,South Korea,,0,0,,,Wassup,F,,,
Jinkwon,Kim Jinkwon,김진권,진권,1/31/2001,Newkidd,South Korea,,0,0,,,,M,,,
Jinsol,Lee Jinsol,이진솔,진솔,12/4/2001,APRIL,South Korea,,0,0,Andong,,,F,,,
JinSoul,Jung Jinsol,정진솔,진솔,6/13/1997,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
Jinsung,Jung Jinsung,정진성,진성,3/30/2002,1the9,South Korea,,176,58,Seoul,,,M,,,
Jinwoo,Kim Jinwoo,김진우,진우,9/26/1991,WINNER,South Korea,,0,0,Imja,,,M,,,
Jinwoo,Lee Jinwoo,이진우,진우,2/20/1996,1TEAM,South Korea,,0,0,,,,M,,,
Jinwoo,Park Jinwoo,박진우,진우,1/12/2000,ENOi,South Korea,,167,51,,,,M,,,
Jinwoo,Lee Jinwoo,이진우,진우,9/13/2004,TEEN TEEN,South Korea,,176,57,,,,M,,,
Jinyoung,Jung Jinyoung,정진영,진영,11/18/1991,B1A4,South Korea,,178,58,Chungju,,,M,,,
Jinyoung,Park Jinyoung,박진영,진영,9/22/1994,GOT7,South Korea,,178,63,Changwon,,,M,,,
Jinyoung,Bae Jinyoung,배진영,진영,5/10/2000,CIX,South Korea,,0,0,Seoul,,Wanna One,M,,,
Jinyoung,Woo Jinyoung,우진영,진영,5/31/1997,D1CE,South Korea,,170,51,,,,M,,,
Jisan,Choi Jinsang,최지상,지산,11/3/1999,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Jisoo,Seo Jisoo,서지수,지수,2/11/1994,Lovelyz,South Korea,,165,46,Incheon,,,F,,,
Jisoo,Kim Jisoo,김지수,지수,1/3/1995,BLACKPINK,South Korea,,162,45,Seoul,,,F,,,
Jisoo,Shin Jisoo,신지수,지수,2/28/1994,Tahiti,South Korea,,0,0,Chuncheon,,,F,,,
Jisoo,Jung Jisoo,정지수,지수,11/22/2003,Busters,South Korea,,0,0,,,,F,,,
Jisook,Kim Jisook,김지숙,지숙,7/18/1990,Rainbow,South Korea,,164,41,Suwon,Rainbow Pixie,,F,,,
Jisu,Choi Jisu,최지수,지수,1/19/2000,TOO,South Korea,,0,0,,,,M,,,
Jisun,Roh Jisun,노지선,지선,11/23/1998,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Jisun,Hwang Jisun,황지선,지선,10/17/1989,S#aFLA,South Korea,,165,46,,,"Girl's Day, New F.O",F,,,
Jisung,Park Jisung,박지성,지성,2/5/2002,NCT,South Korea,,0,0,,NCT Dream,,M,,,
Jisung,Yoon Jisung,윤지성,지성,3/8/1991,Wanna One,South Korea,,0,0,Wonju,,,M,,,
Jisung,Kim Jisung,김지성,지성,12/21/2000,TRCNG,South Korea,,171,0,,,,M,,,
Jiu,Kim Minji,김민지,지유,5/17/1994,Dreamcatcher,South Korea,,167,0,Daejeon,,Minx,F,Leader,,
Jiwon,Yang Jiwon,양지원,지원,4/5/1988,UNI.T,South Korea,,0,0,Seoul,SPICA-S,SPICA,F,,,
Jiwon,Park Jiwon,박지원,지원,3/20/1998,fromis_9,South Korea,,0,0,Busan,,,F,,,
Jiwon,Heo Jiwon,허지원,지원,9/4/2000,Cherry Bullet,South Korea,,0,0,,,,F,,,
Jiwoo,Jeon Jiwoo,전지우,지우,10/4/1996,KARD,South Korea,,0,0,,,,F,,,
Jiyeon,Park Jiyeon,박지연,지연,6/7/1993,T-ara,South Korea,,167,45,Seoul,,,F,,jiyeon2__,
Jiyoon,Jeon Jiyoon,전지윤,지윤,10/15/1990,4minute,South Korea,,165,0,Seoul,2YOON,,F,,jenyerjiyoon,
Jiyoon,Woo Jiyoon,우지윤,지윤,1/6/1996,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
Jiyou,Im Changsook,임창숙,지유,6/15/1989,Two X,South Korea,,0,0,,,,F,,,
Jiyoung,Kang Jiyoung,강지영,지영,1/18/1994,,South Korea,,0,0,Paju,,KARA,F,,,
Jiyoung,Ahn Jiyoung,안지영,지영,9/14/1995,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
Jiyul,Yang Jungyoon,양정윤,지율,7/30/1991,,South Korea,,0,0,Seoul,,Dal Shabet,F,,,
JJ,Jun Jihyeok,전진혁,제이제이,12/11/1998,DUSTIN,South Korea,,0,0,,,,M,,,
JK,Kim Jikang,김지강,지강,3/17/1998,Girlkind,South Korea,,0,161,,,,F,,,
Johnny,John Seo,존 서,쟈니,2/9/1995,NCT,USA,,0,0,Chicago,NCT 127,,M,,,
Johyun,Shin Jiwon,신지원,조현,4/14/1996,Berry Good,South Korea,,0,0,,,,F,,,
Jongho,Choi Jongho,최종호,종호,10/12/2000,ATEEZ,South Korea,,176,0,,,,M,,,
Jonghoon,Choi Jonghoon,최종훈,종훈,3/7/1990,FTISLAND,South Korea,,0,0,Seoul,,,M,Guitarist,,
Jonghwan,Jo Jonghwan,조종환,종환,11/23/1992,100%,South Korea,,0,0,Seoul,,,M,,,
Jonghyeong,Kim Jonghyeong,김종형,종형,4/13/2002,Dongkiz,South Korea,,178,65,,,,M,,,
Jonghyun,Kim Jonghyun,김종현,종현,4/8/1990,SHINee,South Korea,,173,56,Seoul,,,M,,,
Jonghyun,Lee Jonghyun,이종현,종현,5/15/1990,CNBLUE,South Korea,,0,0,Busan,,,M,Guitarist,,
Jongup,Moon Jongup,문종업,종업,2/6/1995,B.A.P,South Korea,,176,66,Seoul,,,M,,,
JOO,Jung Minjoo,정민주,주,10/11/1990,,South Korea,,0,0,Seoul,,,F,,,
Joo E,Lee Joowon,이주원,주이,8/18/1999,MOMOLAND,South Korea,,164,45,Bucheon,,,F,,,
Jooan,Im Jimyoung,임지명,주안,10/4/1996,We In The Zone,South Korea,,173,58,Dongtan,,,M,,,
Joochan,Hong Joochan,홍주찬,주찬,7/31/1999,Golden Child,South Korea,,0,0,,,,M,,,
Jooheon,Lee Jooheon,이주헌,주헌,10/6/1994,MONSTA X,South Korea,,0,0,Daegu,,,M,,,
Jooyeon,Lee Jooyeon,이주연,주연,3/19/1987,,South Korea,,0,0,Seoul,,After School,F,,jupppal,
Joshua,Hong Jisoo,홍지수,조슈아,12/30/1995,Seventeen,USA,South Korea,176,63,Los Angeles,,,M,,,
Joy,Park Sooyoung,박수영,조이,9/3/1996,Red Velvet,South Korea,,163,0,Jeju,,,F,,,
JR,Kim Jonghyun,김종현,제이알,6/8/1995,NU'EST,South Korea,,0,0,Gangwon,NU'EST W,,M,,,
Ju-ne,Koo Junhoe,구준회,준회,3/31/1997,iKON,South Korea,,0,0,Seoul,,,M,,,
Jueun,Lee Jooeun,이주은,주은,7/7/1995,DIA,South Korea,,0,0,Suwon,BinChaenHyunSeuS,,F,,,
Jueun,Jo Jueun,조주은,주은,1/27/2001,ARIAZ,South Korea,,0,0,,,,F,,,
Juhaknyeon,Ju Haknyeon,주학년,주학년,3/9/1999,The Boyz,South Korea,,175,58,Jeju,,,M,,,
Juju,Park Juyoung,박주영,쥬쥬,1/3/1996,Gate9,South Korea,,168,0,Changwon,,,F,,baby.juju_0,
Jun,Weng Junhui,원쥔훼이,준,6/10/1996,Seventeen,China,,180,63,Shenzen,,,M,,,
Jun,Lee Junyoung,이준영,준,1/22/1997,U-KISS,South Korea,,0,0,,,,M,,,
Jun,Park Junhee,박준희,준,6/2/1994,A.C.E,South Korea,,0,0,Jeolla,,,M,,,
Jun H.,Im Joonhyun,임준현,준현,8/28/1991,UNVS,South Korea,,0,0,,,,M,,,
Jun. K,Kim Minjun,김민준,준케이,1/15/1988,2PM,South Korea,,180,68,Daegu,,,M,,,
Jungah,Kim Jungah,김정아,정아,8/2/1983,,South Korea,,0,0,Incheon,,After School,F,,i_am_jjunga,
Junghoon,Lee Junghoon,이정훈,정훈,7/4/2000,1TEAM,South Korea,,0,0,,,,M,,,
Junghun,Jang Junghun,장정훈,정훈,2/27/1999,Astin,South Korea,,0,0,,,,M,,,
Junghwa,Park Junghwa,박정화,정화,5/8/1995,EXID,South Korea,,169,0,Anyang,,EXID,F,,jeonghwa_0508,
Jungkook,Jeon Jungkook,전정국,정국,9/1/1997,BTS,South Korea,,178,66,Busan,,,M,,,
Jungmo,Koo Jungmo,구정모,정모,2/5/2000,CRAVITY,South Korea,,181,58,,,,M,,,
Jungshin,Lee Jungshin,이정신,정신,9/15/1991,CNBLUE,South Korea,,0,0,,,,M,Bassist,,
Jungwoo,Kim Jungwoo,김정우,정우,2/19/1998,NCT,South Korea,,0,0,,,,M,,,
Jungwoo,Uhm Jungwoo,엄정우,정우,4/2/1999,BVNDIT,South Korea,,0,0,,,,F,,,
Junho,Lee Junho,이준호,준호,1/25/1990,2PM,South Korea,,178,67,Ilsan,,,M,,,
Junho,Cha Junho,차준호,준호,7/9/2002,X1,South Korea,,178,63,,,,M,,,
Junhyeok,Kim Junhyeok,임준혁,준혁,7/17/1993,,South Korea,,0,0,,,DAY6,M,Keyboardist,,
Junhyuk,Choi Junhyuk,최준혁,준혁,4/21/1992,HOTSHOT,South Korea,,0,0,Ulsan,,,M,,,
Junhyung,Yong Junyung,용준형,준형,12/19/1989,Highlight,South Korea,,178,64,Seoul,,Beast,M,,,
Junji,Kim Junhyung,김준형,준지,4/6/1998,OnlyOneOf,South Korea,,0,0,,,,M,,,
Junkyu,Kim Junkyu,김준규,준규,9/9/2000,Treasure,South Korea,,0,0,,,,M,,,
JunQ,Kang Junkyu,강준규,준규,8/9/1993,MYNAME,South Korea,,0,0,Uljeongbu,,,M,,,
Junseo,Kim Junseo,김준서,준서,11/20/2001,1the9,South Korea,,177,64,Ulsan,,,M,,,
Junwook,Kim Junwook,김준욱,준욱,1/10/2002,TheEastLight,South Korea,,0,0,,,,M,,,
Junyoung,Lee Junyoung,이준영,준영,9/23/2000,IZ,South Korea,,0,0,,,,M,,,
Juri,Takahashi Juri,타카하시 쥬리,쥬리,10/3/1997,Rocket Punch,Japan,,160,44,,,,F,,,
Juyeon,Lee Juyeon,이주연,주연,1/16/1998,The Boyz,South Korea,,180,67,,,,M,,,
K.Me,Na Miri,나미리,케이미,4/10/1992,BADKIZ,South Korea,,0,0,Yeosu,,,F,,k.me93,
Kady,Gu Dokyoung,구도경,케이디,4/7/1995,Gate9,South Korea,,168,0,Busan,,,F,,kady_g9,
Kaeun,Lee Kaeun,이가은,가은,8/20/1994,After School,South Korea,,0,0,Seoul,,,F,,realkkaaanngg,
Kahi,Park Jiyoung,박지영,가희,12/25/1980,,South Korea,,0,0,Daegu,,After School,F,,imisskahi,
Kai,Kim Jongin,김종인,카이,1/14/1994,EXO,South Korea,,182,65,Suncheon,SuperM,,M,,,
Kain,Bang Junho,방준호,카인,3/25/1997,ARGON,South Korea,,178,0,,,,M,,,
Kanghyun,Kang Hyungu,강현구,강현,11/24/1998,Onewe,South Korea,,0,0,,,MAS,M,,,
Kangin,Kim Youngwoon,김영운,강인,1/17/1985,,South Korea,,178,70,Seoul,,Super Junior,M,,,
Kangmin,Kim Kangmin,김강민,강민,11/13/2001,TRCNG,South Korea,,169,0,,,,M,,,
Kangmin,Noh Kangmin,노강민,강민,9/5/1999,Romeo,South Korea,,0,0,,,,M,,,
Kangmin,Yoo Kangmin,유강민,강민,1/25/2003,Verivery,South Korea,,0,0,,,,M,,,
Karin,Min Karin,민가린,가린,1/5/2002,ELRIS,South Korea,,0,0,,,,F,,,
Karin,Baek Yerin,백예린,카린,4/23/2000,CRAXY,South Korea,,0,0,,,,F,,,
KB,Shin Kyubin,신규빈,규빈,4/23/1994,OnlyOneOf,South Korea,,0,0,,,,M,,,
Kei,Kim Jiyeon,김지연,케이,3/20/1995,Lovelyz,South Korea,,162,47,Incheon,,,F,,,
Keina,Lee Yoona,이유나,케이나,2/12/1999,H.U.B,South Korea,,0,0,,,,F,,,
Ken,Lee Jaehwan,이재환,켄,4/6/1992,VIXX,South Korea,,180,65,Seoul,,,M,,,
Kenta,Takada Kenta,타카다 켄타,켄타,1/10/1995,JBJ,Japan,,0,0,Fujioka,,,M,,,
Keonhee,Lee Keonhee,김건희,건희,6/27/1998,Oneus,South Korea,,0,0,,,,M,,,
Keumjo,Lee Keumjo,이금조,금조,12/17/1992,9Muses,South Korea,,167,48,Daegu,9MUSES A,,F,,keumjo_1217,
Kevin,Christopher Woo,크리스토퍼 우,케빈,11/25/1991,U-KISS,USA,South Korea,0,0,Los Angeles,,,M,,,
Kevin,Kevin Jiyeop Kim,케빈 지엽 킴,케빈,2/23/1988,ZE:A,South Korea,Australia,0,0,Sydney,,,M,,,
Kevin,Moon Hyungseo,문형서,케빈,2/23/1998,The Boyz,Canada,South Korea,176,66,,,,M,,,
Key,Kim Kibum,김기범,키,9/23/1991,SHINee,South Korea,,179,59,Daegu,Toheart,,M,,,
Kiara,Baek Jinjoo,백진주,키아라,8/20/1998,,South Korea,,0,0,,,,F,,,
Kibum,Kim Kibum,김기범,기범,8/21/1987,,South Korea,,179,58,Seoul,,Super Junior,M,,,
Kichun,Hwang Kichun,황기천,기천,3/14/1992,,South Korea,,179,63,,,Bigflo,M,,,
Kid,Kim Junhoe,김준회,키드,10/26/1995,VARSITY,South Korea,,177,58,,,,M,,,
Kidoh,Jin Hyosang,진효상,키도,12/16/1992,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
Kihyun,Yoo Kihyun,유기현,기현,11/22/1993,MONSTA X,South Korea,,0,0,Goyang,,,M,,,
Kim Lip,Kim Jungeun,김정은,김립,2/10/1999,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
Kim Sanggyun,Kim Sanggyun,김상균,김상균,5/23/1995,JBJ95,South Korea,,0,0,Gwangju,JBJ,"Topp Dogg, XENO-T",M,,,
Kim Sohee,Kim Sohee,김소희,김소희,1/20/1995,I.B.I,South Korea,,162,41,Busan,C.I.V.A,,F,,,
Kim Yoon,Kim Seongsu,김성수,김윤,2/17/1994,DUSTIN,South Korea,,183,65,,,,M,,,
Kino,Kang Hyungku,강형구,키노,1/27/1998,PENTAGON,South Korea,,0,0,,,,M,,,
Kiseop,Lee Kiseop,이기섭,기섭,1/17/1991,U-KISS,South Korea,,0,0,Seongnam,,,M,,,
Kisu,Choi Kisu,최기수,기수,10/2/1990,24K,South Korea,,179,60,Seoul,,,M,,,
Kiwon,Lee Kiwon,이기원,기원,6/27/1996,GIDONGDAE,South Korea,,170,0,,,RAINZ,M,,kiwon_1810,
Kokoro,Kato Kokoro,카토 코코로,코코로,11/1/2000,,Japan,,0,0,,,Cherry Bullet,F,,,
Kongyeol,Go Minsoo,고민수,고결,5/19/1996,UP10TION,South Korea,,0,0,Bucheon,,,M,,,
Kongyoo,Kong Yoojin,공유진,공유,5/11/2001,Bonus Baby,South Korea,,163,0,,,,F,,,
Kookheon,Kim Kookheon,김국헌,국헌,4/15/1997,B.O.Y,South Korea,,0,0,,,MYTEEN,M,,,
Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,12/20/1998,,Philippines,,0,0,Cebu,,,F,,,
Kris,Wu Yifan,오역범,크리스,11/6/1990,,Canada,China,187,73,Guangzhou,,EXO,M,,,
Krystal,Krystal Jung,크리스탈 정,크리스탈,10/24/1994,f(x),South Korea,,165,0,San Francisco,,,F,,vousmevoyez,
Kuhn,Noh Sooil,노수일,쿤,11/11/1995,UP10TION,South Korea,,0,0,Ansan,,,M,,,
Kun,Qian Kun,첸쿤,쿤,1/1/1996,NCT,China,,0,0,,,,M,,,
Kwanghee,Hwang Kwanghee,황광희,광희,8/25/1988,ZE:A,South Korea,,0,0,Paju,,,M,,,
Kwangjin,Kwon Kwangjin,권광진,광진,8/12/1992,N.Flying,South Korea,,0,0,Seoul,,CNBLUE,M,Bassist,,
Kwangmin,Jo Kwangmin,조광민,광민,4/24/1995,Boyfriend,South Korea,,180,0,Anyang,,,M,,,
Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,1/6/1998,We In The Zone,South Korea,,175,60,Suncheon,,,M,,,
Kyla,Kyla Massie,카일라 매시,카일라,12/26/2001,Pristin,USA,South Korea,0,0,California,,,F,,,
Kyle,Ma Jaekyung,마재경,카일,1/15/1997,Romeo,South Korea,,0,0,,,,M,,,
Kyuhwan,Lee Kyuhwan,이규환,규환,9/18/1994,SIGNAL,South Korea,,0,0,,,E7,M,,,
Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,1/11/1995,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Kyuhyun,Cho Kyuhyun,조규현,규현,2/3/1988,Super Junior,South Korea,,180,68,Seoul,Super Junior-M,,M,,,
Kyulkyung,Zhou Jieqiong,저우제충,결경,12/16/1998,Pristin,China,,167,49,Taizhou,"I.O.I, Pristin V",,F,,,
Kyungho,Jang Kyungho,장경호,경호,5/7/2001,TOO,South Korea,,0,0,,,,M,,,
Kyungil,Song Kyungil,송경일,경일,11/28/1987,HISTORY,South Korea,,183,72,,,,M,,,
Kyungri,Park Kyungri,박경리,경리,7/5/1990,9Muses,South Korea,,170,50,Busan,9MUSES A,,F,,gyeongree,
Kyungyoon,Lee Kyungyoon,이경윤,경윤,2/21/2000,Dongkiz,South Korea,,177,58,,,,M,,,
L,Kim Myungsoo,김명수,엘,3/13/1992,Infinite,South Korea,,180,60,Seoul,Infinite F,,M,,,
L.Joe,Lee Byunghun,이병헌,엘조,11/23/1993,Teen Top,South Korea,,0,0,Gunsan,,,M,,,
Lai Kuanlin,Lai Kuanlin,라이관린,라이관린,9/23/2001,Wanna One,Taiwan,,0,0,New Taipei,,,M,,,
Laon,Shin Kyuhyun,신규현,라온,12/19/1995,ENOi,South Korea,,177,60,,,,M,,,
Lara,Moon Shinae,문신애,라라,8/9/2000,Dreamnote,South Korea,,161,44,,,,F,,,
Laun,Kim Minseok,김민석,라운,8/12/1999,,South Korea,,0,0,Seongsan,,ONF,M,,,
Lay,Zhang Yixing,장이씽,레이,10/7/1991,EXO,China,,177,60,Changsa,,,M,,,
Layeon,Lee Jimin,이지민,라연,8/13/1998,Purplebeck,South Korea,,170,51,,,,F,,,
LE,Ahn Hyejin,안효진,엘리,12/10/1991,EXID,South Korea,,168,0,Cheonan,,,F,,x_xellybabyx,
Lee Haein,Lee Haein,이해인,이해인,7/4/1992,I.B.I,South Korea,,165,49,Changwon,,,F,,,
Lee Hoo,Moon Junyoung,문준영,,2/9/1989,ZE:A,South Korea,,0,0,Seoul,,,M,,,
Lee Joon,Lee Changseon,이창선,이준,2/7/1988,,South Korea,,0,0,Seoul,,MBLAQ,M,,,
Lee Know,Lee Minho,이민호,리노,10/25/1998,Stray Kids,South Korea,,0,0,Gimpo,,,M,,,
Lee Suhyun,Lee Suhyun,이수현,이수현,11/5/1996,I.B.I,South Korea,,167,50,Ansan,,,F,,,
Leedo,Kim Geonhak,김건학,이도,7/26/1997,Oneus,South Korea,,0,0,,,,M,,,
Leeteuk,Park Jeongsu,박정수,이특,7/1/1983,Super Junior,South Korea,,179,59,Seoul,,,M,,,
Lena,Kang Rena,강레나,레나,4/17/2002,GWSN,South Korea,,0,0,,,,F,,,
Leo,Jung Taekwon,정택운,레오,11/10/1990,VIXX,South Korea,,183,63,Seoul,VIXX LR,,M,,,
Lex,Jeon Hyungmin,전형민,렉스,1/12/1993,Bigflo,South Korea,,0,0,,,,M,,,
Lia,Choi Jisu,최지수,리아,7/21/2000,ITZY,South Korea,,0,0,,,,F,,,
Lime,Kim Hyerim,김혜림,라임,1/19/1993,Hello Venus,South Korea,,169,50,,,,F,,hv_lime,
Lin Lin,Huang Ziting,황자정,린린,7/5/2003,,Taiwan,,0,0,,,Cherry Bullet,F,,,
Lina,Oh Sejin,오세진,리나,7/27/1997,ANS,South Korea,,0,0,,,,F,,,
Linzy,Im Minji,임민지,린지,10/22/1989,Fiestar,South Korea,,168,0,Incheon,,,F,,linzy_minji,
Lisa,Pranpriya Manoban,쁘란쁘리야 마노반,리사,3/27/1997,BLACKPINK,Thailand,,170,46,Bangkok,,,F,,,
Liyah,Moon Liya,문리야,리야,5/11/2000,MIXX,South Korea,,175,52,,,,F,,,
Lizzy,Park Sooyoung,박수영,리지,7/31/1992,After School,South Korea,,0,0,Busan,Orange Caramel,,F,,luvlyzzy,
Loha,Kang Yejin,강예진,로하,12/27/2001,Nature,South Korea,,171,0,,,,F,,,
Longguo,Jin Longguo,진룽궈,룽궈,3/2/1996,JBJ,China,,0,0,Heilong,,,M,,,
Lou,Kim Hosung,김호성,로우,12/21/1996,VAV,South Korea,,187,69,,,,M,,,
Loudi,Won Jihoon,원지훈,로우디,4/13/1996,14U,Indonesia,"South Korea, China",0,0,,,,M,,,
Love,Park Jisung,박지성,러브,1/17/1994,OnlyOneOf,South Korea,,0,0,,,,M,,,
Lu,Im Hayoung,임하영,루,12/3/1997,NATURE,South Korea,,0,0,,,,F,,,
LuA,Jo Hankyeung,조한경,루아,9/14/1991,BADKIZ,South Korea,,0,0,Busan,,,F,,,
Lua,Kim Sookyung,김수경,루아,10/6/2000,Weki Meki,South Korea,,0,0,,,,F,,,
Lucas,Wong Junghei,웡육헤이,루카스,1/25/1999,NCT,Hong Kong,,0,0,,SuperM,,M,,,
Lucy,Noh Hyojung,노효정,루시,8/31/2002,Weki Meki,South Korea,,0,0,Goyang,,,F,,,
Luda,Lee Luda,이루다,루다,3/6/1997,Cosmic Girls,South Korea,,157,0,Seoul,WJMK,,F,,,
Luha,Lee Gyeonghun,이경훈,루하,2/15/1993,14U,South Korea,,0,0,,,,M,,,
Luhan,Lu Han,루한,루한,4/20/1990,,China,,178,62,Haidian,,EXO,M,,,
Luna,Park Sunyoung,박선영,루나,8/12/1993,f(x),South Korea,,162,0,Seoul,,,F,,hermosavidaluna,
Manny,Syo Dongchun,쇼동청,만니,11/17/2001,VARSITY,China,,170,64,,,,M,,,
Marco,Lee Hyunggeun,이형근,마르코,5/11/1994,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Mark,Mark Lee,마크 리,마크,8/2/1999,NCT,Canada,,0,0,Vancouver,"NCT U, NCT 127, NCT Dream, SuperM",,M,,,
Mark,Mark Yien Tuan,마크 이엔 투안,마크,9/4/1993,GOT7,USA,Taiwan,175,59,Los Angeles,,,M,,,
Mashiho,Takata Mashiho,타카타 마시호,마시호,3/25/2001,Treasure,Japan,,0,0,,,,M,,,
Max Changmin,Shin Changmin,심창민,최강창민,2/18/1988,TVXQ,South Korea,,0,0,Seoul,,,M,,,
May,Jeong Chaeyoung,정채영,메이,7/27/2001,NeonPunch,South Korea,,0,0,,,,F,,,
May,Hirokawa Mao,히로카와 마오,메이,11/16/2004,Cherry Bullet,Japan,,0,0,,,,F,,,
Medic Jin,Bae Yujin,배유진,메딕진,8/8/1996,Girlkind,South Korea,,0,167,,,,F,,,
